,Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry,Reduced Name
0,A,Agilent Technologies Inc. Common Stock,$118.49,36358600336.0,1307192,Capital Goods,Biotechnology: Laboratory Analytical Instruments,Agilent Technologies
1,AA,Alcoa Corporation Common Stock ,$23.05,4285676957.0,3443724,Basic Industries,Aluminum,Alcoa
2,AACQ,Artius Acquisition Inc. Class A Common Stock,$10.63,962679375.0,1092822,Finance,Business Services,Artius Acquisition
3,AAIC,Arlington Asset Investment Corp Class A (new),$3.78,126356657.0,202742,Consumer Services,Real Estate Investment Trusts,Arlington Asset Investment
4,AAL,American Airlines Group Inc. Common Stock,$15.77,9631902984.0,57891084,Transportation,Air Freight/Delivery Services,American Airlines Group
5,AAN,Aarons Holdings Company Inc. Common Stock ,$18.96,640440531.0,541665,Technology,Diversified Commercial Services,Aarons Holdings Company
6,AAOI,Applied Optoelectronics Inc. Common Stock,$8.51,195527853.0,638427,Technology,Semiconductors,Applied Optoelectronics
7,AAON,AAON Inc. Common Stock,$66.63,3480890790.0,172882,Capital Goods,Industrial Machinery/Components,AAON
8,AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,$157.51,10687768438.0,621014,Consumer Services,Other Specialty Stores,Advance Auto Parts
9,AAPL,Apple Inc. Common Stock,$132.69,2300000000000.0,99116586,Technology,Computer Manufacturing,Apple
10,AAT,American Assets Trust Inc. Common Stock,$28.88,1740970990.0,129922,Consumer Services,Real Estate Investment Trusts,American Assets Trust
11,AAWW,Atlas Air Worldwide Holdings NEW Common Stock,$54.54,1500793378.0,362516,Transportation,Transportation Services,Atlas Air Worldwide Holdings
12,AAXN,Axon Enterprise Inc. Common Stock,$122.53,7786769002.0,353974,Capital Goods,Ordnance And Accessories,Axon Enterprise
13,AB,AllianceBernstein Holding L.P.  Units,$33.77,3247815161.0,265603,Finance,Investment Managers,Alliancebernstein Holding Units
14,ABB,ABB Ltd Common Stock,$27.96,57563741922.0,568847,Consumer Durables,Electrical Products,Abb
15,ABBV,AbbVie Inc. Common Stock,$107.15,189000000000.0,6148110,Health Care,Major Pharmaceuticals,Abbvie
16,ABC,AmerisourceBergen Corporation Common Stock,$97.76,19967455267.0,523842,Health Care,Other Pharmaceuticals,Amerisourcebergen
17,ABCB,Ameris Bancorp Common Stock,$38.07,2645505086.0,260779,Finance,Major Banks,Ameris Bancorp
18,ABCL,AbCellera Biologics Inc. Common Shares,$40.24,10832115784.0,1200980,Health Care,Major Pharmaceuticals,Abcellera Biologics
19,ABCM,Abcam plc American Depositary Shares,$21.55,4882192432.0,241520,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Abcam
20,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),$3.06,48148968475.0,3904528,Consumer Non-Durables,Beverages (Production/Distribution),Ambev
21,ABG,Asbury Automotive Group Inc Common Stock,$145.74,2810675766.0,114120,Consumer Durables,Automotive Aftermarket,Asbury Automotive Group
22,ABM,ABM Industries Incorporated Common Stock,$37.84,2526148073.0,254982,Finance,Diversified Commercial Services,Abm Industries Incorporated
23,ABMD,ABIOMED Inc. Common Stock,$324.20,14650560069.0,229004,Health Care,Medical/Dental Instruments,Abiomed
24,ABNB,Airbnb Inc. Class A Common Stock,$146.80,87551374228.0,2795813,Finance,Diversified Commercial Services,Airbnb
25,ABR,Arbor Realty Trust Common Stock,$14.18,1749742362.0,922216,Consumer Services,Real Estate Investment Trusts,Arbor Realty Trust
26,ABST,Absolute Software Corporation Common Stock,$11.91,580943455.0,38002,Technology,Computer Software: Prepackaged Software,Absolute Software
27,ABT,Abbott Laboratories Common Stock,$109.49,194000000000.0,2982245,Health Care,Major Pharmaceuticals,Abbott Laboratories
28,ABTX,Allegiance Bancshares Inc. Common Stock,$34.13,697873516.0,60528,Finance,Major Banks,Allegiance Bancshares
29,ABUS,Arbutus Biopharma Corporation Common Stock,$3.55,301427866.0,2685686,Health Care,Major Pharmaceuticals,Arbutus Biopharma
30,AC,Associated Capital Group Inc. Common Stock,$35.12,783356728.0,6953,Finance,Investment Bankers/Brokers/Service,Associated Capital Group
31,ACA,Arcosa Inc. Common Stock ,$54.93,2651326359.0,125468,Capital Goods,Metal Fabrications,Arcosa
32,ACAC,Acies Acquisition Corp. Class A Ordinary Share,$10.30,277134375.0,8629,Finance,Business Services,Acies Acquisition Ordinary Share
33,ACAD,ACADIA Pharmaceuticals Inc. Common Stock,$53.46,8498968531.0,520772,Health Care,Major Pharmaceuticals,Acadia Pharmaceuticals
34,ACAM,Acamar Partners Acquisition Corp. Class A Common Stock,$11.20,427802502.0,1325331,Consumer Durables,Automotive Aftermarket,Acamar Partners Acquisition
35,ACB,Aurora Cannabis Inc. Common Shares,$8.31,1526181759.0,8240204,Consumer Durables,Specialty Chemicals,Aurora Cannabis
36,ACBI,Atlantic Capital Bancshares Inc. Common Stock,$15.92,330807300.0,33751,Finance,Major Banks,Atlantic Capital Bancshares
37,ACC,American Campus Communities Inc Common Stock,$42.77,5886524532.0,570967,Consumer Services,Real Estate Investment Trusts,American Campus Communities
38,ACCD,Accolade Inc. Common Stock,$43.50,2394203634.0,690844,,,Accolade
39,ACCO,Acco Brands Corporation Common Stock,$8.45,798498273.0,363377,Consumer Durables,Publishing,Acco Brands
40,ACEL,Accel Entertainment Inc. ,$10.10,976509511.0,414283,Consumer Services,Services-Misc. Amusement & Recreation,Accel Entertainment
41,ACET,Adicet Bio Inc. Common Stock ,$14.05,275237083.0,52939,Health Care,Major Pharmaceuticals,Adicet Bio
42,ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,$10.22,293825000.0,25412,Finance,Business Services,Ace Convergence Acquisition
43,ACGL,Arch Capital Group Ltd. Common Stock,$36.07,14645378380.0,1462048,Finance,Property-Casualty Insurers,Arch Capital Group
44,ACH,Aluminum Corporation of China Limited American Depositary Shares,$8.68,5910272048.0,48687,Basic Industries,Aluminum,Aluminum
45,ACHC,Acadia Healthcare Company Inc. Common Stock,$50.26,4472700326.0,531643,Health Care,Medical Specialities,Acadia Healthcare Company
46,ACI,Albertsons Companies Inc. Class A Common Stock,$17.58,8309236488.0,3086193,Consumer Services,Food Chains,Albertsons Companies
47,ACIA,Acacia Communications Inc. Common Stock,$72.96,3074825510.0,615813,Technology,Semiconductors,Acacia Communications
48,ACIC,Atlas Crest Investment Corp. Class A Common Stock,$10.06,647612500.0,132717,Finance,Business Services,Atlas Crest Investment
49,ACIU,AC Immune SA Common Stock,$5.17,370902443.0,243286,Health Care,Major Pharmaceuticals,Ac Immune Sa
50,ACIW,ACI Worldwide Inc. Common Stock,$38.43,4487145636.0,608594,Technology,Computer Software: Prepackaged Software,Aci Worldwide
51,ACLS,Axcelis Technologies Inc. Common Stock,$29.12,975403695.0,137144,Technology,Industrial Machinery/Components,Axcelis Technologies
52,ACM,AECOM Common Stock,$49.78,7505021516.0,1115116,Consumer Services,Military/Government/Technical,Aecom
53,ACMR,ACM Research Inc. Class A Common Stock,$81.25,1500266950.0,286888,Technology,Industrial Machinery/Components,Acm Research
54,ACN,Accenture plc Class A Ordinary Shares (Ireland),$261.21,173000000000.0,1325331,Miscellaneous,Business Services,Accenture
55,ACNB,ACNB Corporation Common Stock,$25.00,217582825.0,13074,Finance,Major Banks,Acnb
56,ACND,Ascendant Digital Acquisition Corp. Class A Ordinary Shares,$10.26,530955000.0,74559,Finance,Business Services,Ascendant Digital Acquisition
57,ACP,Aberdeen Income Credit Strategies Fund Common Shares,$10.68,186174785.0,182732,,,Aberdeen Income Credit Strategies Fund
58,ACRE,Ares Commercial Real Estate Corporation Common Stock,$11.91,398293470.0,202272,Consumer Services,Real Estate Investment Trusts,Ares Commercial Real Estate
59,ACRS,Aclaris Therapeutics Inc. Common Stock,$6.47,277687813.0,373965,Health Care,Major Pharmaceuticals,Aclaris Therapeutics
60,ACTC,ArcLight Clean Transition Corp. Class A Ordinary Shares,$11.08,384337500.0,254368,Finance,Business Services,Arclight Clean Transition
61,ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,$3.94,194161045.0,317215,Miscellaneous,Multi-Sector Companies,Acacia Research
62,ACU,Acme United Corporation. Common Stock,$30.13,100601449.0,13524,Capital Goods,Industrial Machinery/Components,Acme United
63,ACV,AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,$32.68,338366106.0,38561,,,Allianzgi Diversified Income & Convertible Fund Of Beneficial Interest
64,ADAP,Adaptimmune Therapeutics plc American Depositary Shares,$5.39,834257538.0,1137812,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Adaptimmune Therapeutics
65,ADBE,Adobe Inc. Common Stock,$500.12,240000000000.0,1462236,Technology,Computer Software: Prepackaged Software,Adobe
66,ADC,Agree Realty Corporation Common Stock,$66.58,3686569555.0,315919,Consumer Services,Real Estate Investment Trusts,Agree Realty
67,ADCT,ADC Therapeutics SA Common Shares,$32.01,2455763922.0,278289,Health Care,Major Pharmaceuticals,Adc Therapeutics Sa
68,ADES,Advanced Emissions Solutions Inc. Common Stock,$5.50,102013379.0,52670,Basic Industries,Major Chemicals,Advanced Emissions Solutions
69,ADI,Analog Devices Inc. Common Stock,$147.73,54584004129.0,1626778,Technology,Semiconductors,Analog Devices
70,ADM,Archer-Daniels-Midland Company Common Stock,$50.41,28047571960.0,1698888,Consumer Non-Durables,Packaged Foods,Archer-Daniels-Midland Company
71,ADMS,Adamas Pharmaceuticals Inc. Common Stock,$4.33,123493847.0,111517,Health Care,Major Pharmaceuticals,Adamas Pharmaceuticals
72,ADNT,Adient plc Ordinary Shares ,$34.77,3264679394.0,582820,Capital Goods,Auto Parts:O.E.M.,Adient
73,ADOC,Edoc Acquisition Corp. Class A Ordinary Share,$10.24,124328960.0,23533,Finance,Business Services,Edoc Acquisition Ordinary Share
74,ADP,Automatic Data Processing Inc. Common Stock,$176.20,75557026624.0,1142816,Technology,EDP Services,Automatic Data Processing
75,ADPT,Adaptive Biotechnologies Corporation Common Stock,$59.13,8087353017.0,368405,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Adaptive Biotechnologies
76,ADS,Alliance Data Systems Corporation Common Stock,$74.10,3676974194.0,719774,Miscellaneous,Business Services,Alliance Data Systems
77,ADSK,Autodesk Inc. Common Stock,$305.34,67141030312.0,941702,Technology,Computer Software: Prepackaged Software,Autodesk
78,ADT,ADT Inc. Common Stock,$7.85,6479847074.0,2405590,Consumer Services,Diversified Commercial Services,Adt
79,ADTN,ADTRAN Inc. Common Stock,$14.77,708313369.0,221846,Public Utilities,Telecommunications Equipment,Adtran
80,ADUS,Addus HomeCare Corporation Common Stock,$117.09,1851041620.0,61737,Health Care,Medical/Nursing Services,Addus Homecare
81,ADV,Advantage Solutions Inc. Class A Common Stock,$13.17,4127809647.0,872881,Miscellaneous,Business Services,Advantage Solutions
82,ADVM,Adverum Biotechnologies Inc. Common Stock,$10.84,1056657217.0,745128,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Adverum Biotechnologies
83,ADX,Adams Diversified Equity Fund Inc.,$17.29,1879135502.0,171082,,,Adams Diversified Equity Fund
84,AE,Adams Resources & Energy Inc. Common Stock,$24.10,102239044.0,14345,Energy,Oil Refining/Marketing,Adams Resources & Energy
85,AEE,Ameren Corporation Common Stock,$78.06,19296976703.0,1238714,Public Utilities,Power Generation,Ameren
86,AEF,Aberdeen Emerging Markets Equity Income Fund Inc. Common Stock,$8.16,414134508.0,63370,,,Aberdeen Emerging Markets Equity Income Fund
87,AEG,AEGON N.V. Common Stock,$3.95,8012651531.0,1070485,Finance,Life Insurance,Aegon N.V.
88,AEGN,Aegion Corp Common Stock,$18.99,584376459.0,59420,Basic Industries,Water Supply,Aegion
89,AEIS,Advanced Energy Industries Inc. Common Stock,$96.97,3711305174.0,174793,Capital Goods,Industrial Machinery/Components,Advanced Energy Industries
90,AEL,American Equity Investment Life Holding Company Common Stock,$27.66,2744510255.0,491699,Finance,Life Insurance,American Equity Investment Life Holding Company
91,AEM,Agnico Eagle Mines Limited Common Stock,$70.51,17088125223.0,840677,Basic Industries,Precious Metals,Agnico Eagle Mines
92,AEO,American Eagle Outfitters Inc. Common Stock,$20.07,3335315048.0,2265280,Consumer Services,Clothing/Shoe/Accessory Stores,American Eagle Outfitters
93,AEP,American Electric Power Company Inc. Common Stock,$83.27,41334356496.0,1778627,Public Utilities,Electric Utilities: Central,American Electric Power Company
94,AER,AerCap Holdings N.V. Ordinary Shares,$45.58,5914306421.0,635752,Technology,Diversified Commercial Services,Aercap Holdings N.V.
95,AERI,Aerie Pharmaceuticals Inc. Common Stock,$13.51,632467853.0,319075,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Aerie Pharmaceuticals
96,AES,The AES Corporation Common Stock,$23.50,15630581978.0,4316368,Basic Industries,Electric Utilities: Central,The Aes
97,AEYE,AudioEye Inc. Common Stock,$25.83,258819906.0,41737,Technology,Computer Software: Prepackaged Software,Audioeye
98,AFB,AllianceBernstein National Municipal Income Fund Inc,$14.42,414501977.0,37564,,,Alliancebernstein National Municipal Income Fund Inc
99,AFG,American Financial Group Inc. Common Stock,$87.62,7609290556.0,346316,Finance,Property-Casualty Insurers,American Financial Group
100,AFIB,Acutus Medical Inc. Common Stock,$28.81,802245651.0,75219,Health Care,Medical/Dental Instruments,Acutus Medical
101,AFIN,American Finance Trust Inc. Class A Common Stock,$7.43,808660463.0,476046,Consumer Services,Real Estate Investment Trusts,American Finance Trust
102,AFL,AFLAC Incorporated Common Stock,$44.47,31237740045.0,2159041,Finance,Accident &Health Insurance,Aflac Incorporated
103,AFMD,Affimed N.V.,$5.82,571056509.0,825538,Health Care,Major Pharmaceuticals,Affimed N.V.
104,AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,$14.40,224252078.0,43953,,,Apollo Senior Floating Rate Fund
105,AFYA,Afya Limited Class A Common Shares,$25.30,2358031422.0,108931,Consumer Services,Other Consumer Services,Afya
106,AG,First Majestic Silver Corp. Ordinary Shares (Canada),$13.44,2973434513.0,5240636,Basic Industries,Precious Metals,First Majestic Silver
107,AGC,Altimeter Growth Corp. Class A Ordinary Shares,$12.86,803750000.0,33168,Finance,Business Services,Altimeter Growth
108,AGCO,AGCO Corporation Common Stock,$103.09,7721390692.0,617302,Capital Goods,Industrial Machinery/Components,Agco
109,AGD,Aberdeen Global Dynamic Dividend Fund,$10.44,131017636.0,43031,,,Aberdeen Global Dynamic Dividend Fund
110,AGEN,Agenus Inc. Common Stock,$3.18,604674777.0,1344769,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Agenus
111,AGI,Alamos Gold Inc. Class A Common Shares,$8.75,3436367113.0,1961751,Basic Industries,Precious Metals,Alamos Gold
112,AGIO,Agios Pharmaceuticals Inc. Common Stock,$43.33,3001027871.0,579655,Health Care,Major Pharmaceuticals,Agios Pharmaceuticals
113,AGLE,Aeglea BioTherapeutics Inc. Common Stock,$7.87,377265032.0,110443,Health Care,Major Pharmaceuticals,Aeglea Biotherapeutics
114,AGM,Federal Agricultural Mortgage Corporation Common Stock,$74.25,797147406.0,30179,Finance,Finance Companies,Federal Agricultural Mortgage
115,AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,$15.28,441455320.0,6378,Technology,EDP Services,Agm
116,AGNC,AGNC Investment Corp. Common Stock,$15.60,8505300476.0,5192831,Consumer Services,Real Estate Investment Trusts,Agnc Investment
117,AGO,Assured Guaranty Ltd. Common Stock,$31.49,2544586608.0,543116,Finance,Property-Casualty Insurers,Assured Guaranty
118,AGR,Avangrid Inc. Common Stock,$45.45,14066369677.0,368494,Public Utilities,Electric Utilities: Central,Avangrid
119,AGRO,Adecoagro S.A. Common Shares,$6.80,797905091.0,138202,Consumer Non-Durables,Farming/Seeds/Milling,Adecoagro
120,AGS,PlayAGS Inc. Common Stock,$7.20,257513551.0,339757,Consumer Durables,Miscellaneous manufacturing industries,Playags
121,AGTC,Applied Genetic Technologies Corporation Common Stock,$4.09,105888566.0,222111,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Applied Genetic Technologies
122,AGX,Argan Inc. Common Stock,$44.49,698046721.0,61750,Basic Industries,Engineering & Construction,Argan
123,AGYS,Agilysys Inc. Common Stock,$38.38,905430755.0,84166,Technology,EDP Services,Agilysys
124,AHAC,Alpha Healthcare Acquisition Corp. Class A Common Stock,$10.17,130735350.0,75792,Finance,Business Services,Alpha Healthcare Acquisition
125,AHCO,AdaptHealth Corp. Class A Common Stock,$37.56,3302790523.0,450413,Health Care,Medical/Nursing Services,Adapthealth
126,AHH,Armada Hoffler Properties Inc. Common Stock,$11.22,884130693.0,178944,Finance,Real Estate,Armada Hoffler Properties
127,AI,C3.ai Inc. Class A Common Stock,$138.75,13298910278.0,2319781,Technology,Computer Software: Prepackaged Software,C3.Ai
128,AIF,Apollo Tactical Income Fund Inc. Common Stock,$14.48,209439096.0,39112,,,Apollo Tactical Income Fund
129,AIG,American International Group Inc. New Common Stock,$37.86,32617364289.0,2956476,Finance,Property-Casualty Insurers,American International Group
130,AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$5.27,124439930.0,200682,Health Care,Medical Specialities,Aesthetic Medical International Holdings Group
131,AIMC,Altra Industrial Motion Corp. Common Stock,$55.43,3587098239.0,258620,Capital Goods,Industrial Machinery/Components,Altra Industrial Motion
132,AIN,Albany International Corporation Common Stock,$73.42,2371466000.0,89296,Basic Industries,Textiles,Albany International
133,AINV,Apollo Investment Corporation Common Stock,$10.63,693378745.0,523231,,,Apollo Investment
134,AIO,AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,$26.37,905101070.0,97951,,,Allianzgi Artificial Intelligence & Technology Opportunities Fund
135,AIR,AAR Corp. Common Stock,$36.22,1278288410.0,294489,Capital Goods,Aerospace,Aar
136,AIRC,Apartment Income REIT Corp. Common Stock,$38.41,11695051411.0,666097,Consumer Services,Real Estate Investment Trusts,Apartment Income Reit
137,AIRG,Airgain Inc. Common Stock,$17.78,173674275.0,121361,Technology,Radio And Television Broadcasting And Communications Equipment,Airgain
138,AIT,Applied Industrial Technologies Inc. Common Stock,$77.99,3022891932.0,92729,Consumer Durables,Industrial Specialties,Applied Industrial Technologies
139,AIV,Apartment Investment and Management Company Common Stock,$5.28,1607650910.0,6381251,Consumer Services,Real Estate Investment Trusts,Apartment Investment And Management Company
140,AIZ,Assurant Inc. Common Stock,$136.22,8004176998.0,233062,Finance,Property-Casualty Insurers,Assurant
141,AJAX,Ajax I Class A Ordinary Shares,$11.80,1062972591.0,653624,Finance,Business Services,Ajax I
142,AJG,Arthur J. Gallagher & Co. Common Stock,$123.71,23792154620.0,487913,Finance,Specialty Insurers,Arthur J. Gallagher & Co.
143,AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,$52.85,4042312529.0,1096564,Capital Goods,Military/Government/Technical,Aerojet Rocketdyne Holdings
144,AJX,Great Ajax Corp. Common Stock,$10.46,240940274.0,114142,Consumer Services,Real Estate Investment Trusts,Great Ajax
145,AKAM,Akamai Technologies Inc. Common Stock,$104.99,17091740800.0,815257,Miscellaneous,Business Services,Akamai Technologies
146,AKR,Acadia Realty Trust Common Stock,$14.19,1224144382.0,408151,Consumer Services,Real Estate Investment Trusts,Acadia Realty Trust
147,AKRO,Akero Therapeutics Inc. Common Stock,$25.80,895823601.0,184540,Health Care,Major Pharmaceuticals,Akero Therapeutics
148,AKTS,Akoustis Technologies Inc. Common Stock,$12.23,472418165.0,416077,Public Utilities,Telecommunications Equipment,Akoustis Technologies
149,AKU,Akumin Inc. Common Shares,$3.01,211237068.0,30612,Health Care,Medical Specialities,Akumin
150,AKUS,Akouos Inc. Common Stock,$19.83,681808247.0,87900,Health Care,Major Pharmaceuticals,Akouos
151,AL,Air Lease Corporation Class A Common Stock,$44.42,5054059005.0,533358,Technology,Diversified Commercial Services,Air Lease
152,ALB,Albemarle Corporation Common Stock,$147.52,15704565111.0,779219,Basic Industries,Major Chemicals,Albemarle
153,ALBO,Albireo Pharma Inc. Common Stock,$37.51,715587535.0,258941,Health Care,Major Pharmaceuticals,Albireo Pharma
154,ALC,Alcon Inc. Ordinary Shares,$65.98,32277416000.0,611411,Health Care,Ophthalmic Goods,Alcon
155,ALCO,Alico Inc. Common Stock,$31.02,232841083.0,43222,Consumer Non-Durables,Farming/Seeds/Milling,Alico
156,ALDX,Aldeyra Therapeutics Inc. Common Stock,$6.86,266307580.0,1644335,Health Care,Major Pharmaceuticals,Aldeyra Therapeutics
157,ALE,Allete Inc.,$61.94,3219324377.0,253521,Public Utilities,Power Generation,Allete
158,ALEC,Alector Inc. Common Stock,$15.13,1198942187.0,517888,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Alector
159,ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,$17.18,1243047681.0,213967,Consumer Services,Real Estate Investment Trusts,Alexander & Baldwin Reit Holding Company
160,ALG,Alamo Group Inc. Common Stock,$137.95,1638755643.0,25093,Capital Goods,Industrial Machinery/Components,Alamo Group
161,ALGM,Allegro MicroSystems Inc. Common Stock,$26.66,5050250882.0,512439,Technology,Semiconductors,Allegro Microsystems
162,ALGN,Align Technology Inc. Common Stock,$534.38,42136072477.0,320897,Health Care,Industrial Specialties,Align Technology
163,ALGS,Aligos Therapeutics Inc. Common Stock,$27.65,1053960212.0,136789,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Aligos Therapeutics
164,ALGT,Allegiant Travel Company Common Stock,$189.24,3101545384.0,161760,Transportation,Air Freight/Delivery Services,Allegiant Travel Company
165,ALK,Alaska Air Group Inc. Common Stock,$52.00,6430516456.0,1131695,Transportation,Air Freight/Delivery Services,Alaska Air Group
166,ALKS,Alkermes plc Ordinary Shares,$19.95,3175038211.0,1094032,Health Care,Major Pharmaceuticals,Alkermes
167,ALL,Allstate Corporation (The) Common Stock,$109.93,33426198098.0,1033844,Finance,Property-Casualty Insurers,Allstate
168,ALLE,Allegion plc Ordinary Shares,$116.38,10711500566.0,375869,Consumer Services,Diversified Commercial Services,Allegion
169,ALLK,Allakos Inc. Common Stock,$140.00,7350468440.0,181927,Health Care,Major Pharmaceuticals,Allakos
170,ALLO,Allogene Therapeutics Inc. Common Stock,$25.24,3540671036.0,879590,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Allogene Therapeutics
171,ALLT,Allot Ltd. Ordinary Shares,$10.52,370435595.0,193925,Technology,Computer Communications Equipment,Allot
172,ALLY,Ally Financial Inc. Common Stock,$35.66,13331750034.0,2654717,Finance,Major Banks,Ally Financial
173,ALNY,Alnylam Pharmaceuticals Inc. Common Stock,$129.97,15100014417.0,338669,Health Care,Major Pharmaceuticals,Alnylam Pharmaceuticals
174,ALPN,Alpine Immune Sciences Inc. Common Stock,$12.60,299920106.0,166333,Health Care,Major Pharmaceuticals,Alpine Immune Sciences
175,ALRM,Alarm.com Holdings Inc. Common Stock,$103.45,5080643745.0,326433,Technology,Computer Software: Prepackaged Software,Alarm.Com Holdings
176,ALRS,Alerus Financial Corporation Common Stock,$27.37,468625390.0,27706,Finance,Major Banks,Alerus Financial
177,ALSK,Alaska Communications Systems Group Inc. Common Stock,$3.69,198605154.0,375996,Public Utilities,Telecommunications Equipment,Alaska Communications Systems Group
178,ALSN,Allison Transmission Holdings Inc. Common Stock,$43.13,4859491690.0,485252,Capital Goods,Auto Parts:O.E.M.,Allison Transmission Holdings
179,ALT,Altimmune Inc. Common Stock,$11.28,373041106.0,1277948,Health Care,Major Pharmaceuticals,Altimmune
180,ALTA,Altabancorp Common Stock,$27.92,524991431.0,43393,Finance,Major Banks,Altabancorp
181,ALTG,Alta Equipment Group Inc. Class A Common Stock,$9.88,296582800.0,131362,Capital Goods,Industrial Machinery/Components,Alta Equipment Group
182,ALTM,Altus Midstream Company Class A Common Stock,$47.46,771056992.0,42475,Public Utilities,Natural Gas Distribution,Altus Midstream Company
183,ALTR,Altair Engineering Inc. Class A Common Stock,$58.18,4285383285.0,158187,Technology,Computer Software: Prepackaged Software,Altair Engineering
184,ALUS,Alussa Energy Acquisition Corp. Class A Ordinary Shares,$10.06,361531250.0,205635,Finance,Business Services,Alussa Energy Acquisition
185,ALV,Autoliv Inc. Common Stock,$92.10,8043783842.0,302556,Capital Goods,Auto Parts:O.E.M.,Autoliv
186,ALVR,AlloVir Inc. Common Stock,$38.44,2409010698.0,179868,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Allovir
187,ALX,Alexander's Inc. Common Stock,$277.35,1416506882.0,8140,Consumer Services,Real Estate Investment Trusts,Alexander'S
188,ALXN,Alexion Pharmaceuticals Inc. Common Stock,$156.24,34172901388.0,1242649,Health Care,Major Pharmaceuticals,Alexion Pharmaceuticals
189,ALXO,ALX Oncology Holdings Inc. Common Stock,$86.20,3198668396.0,73259,Health Care,Major Pharmaceuticals,Alx Oncology Holdings
190,AM,Antero Midstream Corporation Common Stock,$7.71,3674886705.0,2493007,Public Utilities,Natural Gas Distribution,Antero Midstream
191,AMAL,Amalgamated Bank Class A Common Stock,$13.74,426620474.0,25359,Consumer Non-Durables,Textiles,Amalgamated Bank
192,AMAT,Applied Materials Inc. Common Stock,$86.30,78907903511.0,5716036,Technology,Semiconductors,Applied Materials
193,AMBA,Ambarella Inc. Ordinary Shares,$91.82,3229496437.0,316306,Technology,Semiconductors,Ambarella
194,AMBC,Ambac Financial Group Inc. Common Stock,$15.38,704544558.0,432468,Finance,Property-Casualty Insurers,Ambac Financial Group
195,AMCI,AMCI Acquisition Corp. Class A Common Stock,$14.93,305142445.0,841882,Miscellaneous,Industrial Machinery/Components,Amci Acquisition
196,AMCR,Amcor plc Ordinary Shares,$11.77,18461027479.0,2822502,Consumer Durables,Miscellaneous manufacturing industries,Amcor
197,AMCX,AMC Networks Inc. Class A Common Stock,$35.77,1475125755.0,912026,Consumer Services,Television Services,Amc Networks
198,AMD,Advanced Micro Devices Inc. Common Stock,$91.71,110000000000.0,24930684,Technology,Semiconductors,Advanced Micro Devices
199,AME,AMETEK Inc.,$120.94,27824043685.0,638700,Capital Goods,Industrial Machinery/Components,Ametek
200,AMED,Amedisys Inc Common Stock,$293.33,9624315405.0,262564,Health Care,Medical/Nursing Services,Amedisys
201,AMEH,Apollo Medical Holdings Inc. Common Stock,$18.27,672151382.0,111885,Consumer Services,Professional Services,Apollo Medical Holdings
202,AMG,Affiliated Managers Group Inc. Common Stock,$101.70,4613219700.0,245714,Finance,Investment Managers,Affiliated Managers Group
203,AMGN,Amgen Inc. Common Stock,$229.92,134000000000.0,1821286,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Amgen
204,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,$30.00,9487894260.0,1680930,Consumer Services,Real Estate Investment Trusts,American Homes 4 Rent Of Beneficial Interest
205,AMHC,Amplitude Healthcare Acquisition Corporation Class A Common Stock,$10.01,125125000.0,75186,Finance,Business Services,Amplitude Healthcare Acquisition
206,AMK,AssetMark Financial Holdings Inc. Common Stock,$24.20,1753271971.0,75881,Finance,Investment Managers,Assetmark Financial Holdings
207,AMKR,Amkor Technology Inc. Common Stock,$15.08,3656087927.0,725322,Technology,Semiconductors,Amkor Technology
208,AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,$68.25,3209854284.0,169426,Technology,Professional Services,Amn Healthcare Servicesamn Healthcare Services Inc
209,AMNB,American National Bankshares Inc. Common Stock,$26.21,287554969.0,15076,Finance,Major Banks,American National Bankshares
210,AMOT,Allied Motion Technologies Inc.,$51.10,498618163.0,33905,Capital Goods,Electrical Products,Allied Motion Technologies
211,AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,$14.62,48875368491.0,1000,Public Utilities,Telecommunications Equipment,America Movil B. De C.V.
